date,symbol,transition,prior_regime,new_regime,detector,event,fwd_5,fwd_10,fwd_20
2024-07-12,KEUA,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.05071878940731389,-0.029003783102143688,0.014955863808322922
2024-08-01,KEX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.014072119613016687,0.04045734388742295,0.04432717678100251
2024-12-02,KEY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.02982731554160123,-0.04761904761904767,-0.10308738880167445
2025-08-20,KEYS,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.04106996404012375,0.053245851996719384,0.11797362942401124
2025-10-07,KFFB,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.14430379746835453,0.012658227848101111,-0.04556962025316458
2024-07-30,KFRC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.09313585872970664,-0.09441754485901444,-0.0637994873255483
2025-05-21,KHC,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.014645137063462377,-0.00037551633496046843,-0.031167855801727318
2025-07-11,KHC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.025055268975681555,0.056742815033161254,0.02284450994841558
2024-03-12,KIDS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.02918642831083551,-0.04049616928128419,0.1590660342940533
2024-11-20,KINS,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.14748201438848918,0.21726618705035983,0.18561151079136695
2024-08-01,KLAC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.005091649694501044,0.10586663845319655,0.05238447906472343
2025-08-06,KLIC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.17502335720959206,0.11772033634381818,0.17658050451572715
2024-11-07,KLTR,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.06349206349206349,0.16402116402116418,0.18518518518518534
2025-04-03,KLTR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.09039548022598876,0.11299435028248594,0.25988700564971756
2024-04-08,KLXY,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.04654427232740477,-0.03308471983170769,-0.03308471983170769
2024-08-06,KLXY,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.009882155837016349,0.04774848277276278,0.03419705847705723
2025-06-25,KLXY,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.06221586125610368,0.08283801986866468,0.061853847449065524
2024-04-19,KMB,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.06630923283134904,0.07301111724355436,0.0588188914294725
2025-06-24,KMDA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.023899371069182385,-0.012578616352201366,-0.005031446540880502
2024-10-10,KMI,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.04637436762225966,0.053541315345699836,0.11340640809443503
2024-04-15,KMX,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.022746904693348613,-0.0015836452634609977,0.07831845666570714
2024-08-02,KNDI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.048913043478260865,0.0380434782608694,-0.03804347826086962
2025-07-01,KNGZ,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.00541093887101507,-0.008043287510968056,-0.005703422053231932
2024-04-26,KNSL,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.020633141148836298,0.016042067051035724,0.04631112534699988
2024-12-16,KOCT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.022850751038670514,-0.0230105465004794,-0.014062000639181726
2025-04-09,KODK,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.022435897435897578,0.0064102564102563875,0.07371794871794868
2025-03-05,KOKU,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.03767259149780244,-0.02042705456808358,-0.02911399789973157
2025-07-16,KOMP,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.03416204614559115,0.003040600965837914,0.0346986227866215
2025-04-07,KOP,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,0.030053519967064624,0.014820913956360648,0.036640592836558294
2025-08-11,KOP,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.04479717813051143,0.04761904761904745,0.011992945326278592
2024-07-23,KORE,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.296137339055794,0.555793991416309,0.07296137339055786
2024-10-03,KORP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.010840108401083959,-0.009689389201584242,-0.025432562017927873
2024-08-01,KOSS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.20746432491767286,-0.19538968166849613,-0.05708013172338089
2025-03-24,KPTI,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.4254992319508448,-0.37941628264208904,-0.07373271889400912
2024-12-10,KR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.007245183599539073,0.01811295899884735,-0.026510785443767504
2024-11-13,KRE,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.015561263030669292,0.026439039129777964,-0.01782746638465016
2024-07-30,KRG,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.05100039231070996,-0.04354648881914469,0.018438603373872153
2024-10-15,KRG,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.005773672055427115,-0.009237875288683695,0.0488837567359508
2024-05-28,KRNT,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.038009675190048386,0.06081548030407724,-0.03248099516240499
2024-11-06,KRO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.12037037037037035,-0.12422839506172845,-0.20910493827160503
2024-05-20,KROP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.03971119133574008,-0.05505415162454863,-0.08935018050541521
2024-12-27,KROS,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.047503045066991545,-0.2399512789281365,-0.30755176613885515
2025-03-03,KRP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.06241331484049928,-0.009708737864077666,-0.029126213592232997
2024-06-13,KRRO,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.16752941176470582,-0.20305882352941185,0.1588235294117648
2025-06-24,KRYS,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN,transition,DISTRIBUTION->MARKDOWN,-0.03243544233312445,0.03640286768288448,0.06668058745736771
2024-05-22,KSA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.04990494296577952,-0.03707224334600745,-0.025665399239543696
2025-07-01,KSEP,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.013645413678856633,0.0063463422980603035,0.00405201511922737
2025-08-22,KSTR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.08251016850668202,0.02324230098779778,0.08367228355607192
2024-11-25,KT,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.06308962264150941,-0.07311320754716977,-0.048349056603773644
2025-07-01,KTB,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.016195482312828524,-0.08808069328029555,-0.18468532461997444
2024-07-16,KTCC,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.017948717948717885,-0.01025641025641022,-0.007692307692307665
2025-08-22,KTEC,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,0.0005783689994216523,0.009253903990746215,0.08212839791787174
2024-11-11,KTOS,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,-0.09970457902511076,-0.024741506646971834,0.01070901033973426
2025-02-05,KTTA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.4781021897810219,-0.5072992700729927,-0.5583941605839416
2024-11-21,KULR,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,1.7817745803357314,2.0695443645083933,6.074340527577938
2024-11-19,KURA,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.3264411027568923,-0.31453634085213045,-0.4285714285714286
2025-09-08,KVHI,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.0016313213703098572,-0.01631321370309946,-0.07830342577487759
2024-08-06,KVUE,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.023010546500479512,0.03307766059443917,0.07909875359539797
2024-11-08,KVUE,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,0.005912162162162282,0.016891891891891886,-0.03673986486486491
2024-04-24,KWEB,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION,transition,MARKDOWN->ACCUMULATION,0.0003576537911300637,0.057582260371960015,0.09978540772532196
2024-10-02,KWEB,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP,transition,ACCUMULATION->MARKUP,-0.09822824387701934,-0.15581031787389277,-0.15554976550286626
2024-12-17,KWR,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION,transition,MARKUP->DISTRIBUTION,-0.048297757362874894,-0.08132937044042143,-0.07883004593353138
