date,symbol,event,score,detector,fwd_5,fwd_10,fwd_20
2024-02-27,KEUA,SOW,1.9751620531267307,baseline,0.076101120667188,0.029841021631483056,0.1226739640344019
2024-03-04,KEUA,SOW,3.05464867539892,baseline,-0.007568807339449646,0.07696228338430156,0.029561671763506547
2024-07-12,KEUA,SC,2.3446415602689297,baseline,-0.05071878940731389,-0.029003783102143688,0.014955863808322922
2024-08-08,KEUA,AR,0.8805713397179296,baseline,0.025604837882523768,0.03513126530813171,-0.04325457551601486
2024-06-03,KEX,SOS,2.331729310725674,baseline,-0.005819270097265017,-0.01321805636378759,0.004156621498046409
2024-08-01,KEX,UT,4.517292516892014,baseline,0.014072119613016687,0.04045734388742295,0.04432717678100251
2025-10-29,KEX,BC,2.9083881543456465,baseline,0.05208436478859291,0.09446479849490053,0.11981384295474817
2025-11-13,KEX,AR_TOP,1.2732687386501058,baseline,-0.015624999999999889,0.0558035714285714,0.03245907738095255
2024-11-06,KEY,SOS,5.247017624620244,baseline,-0.04606910365548311,-0.04757135703555326,-0.06259389083625444
2024-12-02,KEY,UT,0.6908260036471852,baseline,-0.02982731554160123,-0.04761904761904767,-0.10308738880167445
2025-04-07,KEY,SC,2.555198822047374,baseline,0.040710584752035484,0.048852701702442713,0.13249444855662484
2025-04-09,KEY,AR,4.028464283016189,baseline,-0.030991735537190035,0.024104683195592225,0.0723140495867769
2025-07-22,KEY,BC,3.2851725240046528,baseline,-0.017103153393907,-0.048102618920363605,-0.02993051843933736
2025-07-30,KEY,AR_TOP,1.2976602084386886,baseline,-0.036894273127753396,0.0033039647577091102,0.06773127753303965
2024-02-20,KEYS,SPRING,,baseline,-0.01081396101793708,0.008677070517386642,-0.031405814932331744
2024-05-21,KEYS,SOW,5.0445299479428165,baseline,-0.048237223285050534,-0.06490844493030878,-0.07461054933041822
2025-08-20,KEYS,SC,4.928391197019894,baseline,0.04106996404012375,0.053245851996719384,0.11797362942401124
2025-08-22,KEYS,AR,2.59090388196374,baseline,-0.02061484988314255,0.014502307185233931,0.06561994366872415
2025-10-31,KEYS,BC,3.269868412386563,baseline,-0.011423261915172733,-0.021316134674245757,0.07968954962833408
2025-11-04,KEYS,AR_TOP,0.5599556995037139,baseline,0.018760469011725345,-0.024399776661083172,0.153601340033501
2025-11-25,KEYS,SOS,3.167201747002528,baseline,0.057044919676660255,0.08861148060984347,0.05049626522050543
