date,symbol,sequence_id,detector,event,fwd_5,fwd_10,fwd_20
2024-08-09,SSSS,SEQ_RECOVERY,sequence,SEQ_RECOVERY,0.005249343832020914,0.052493438320209806,0.013123359580052396
2025-10-31,SSSS,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.03238469087340534,-0.038272816486751626,-0.07065750736015686
2025-01-07,SSSSL,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0032493907392363575,0.010966693744922873,-0.0004061738424046002
2025-06-24,SST,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.4626068376068375,-0.3344017094017093,-0.23931623931623924
2025-08-19,SSTI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.017391304347825987,-0.06640316205533592,-0.04901185770750993
2025-10-16,SSTK,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.010782747603833798,-0.020367412140575025,-0.1613418530351437
2025-10-21,SSYS,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.06639676113360327,-0.20080971659919034,-0.31174089068825905
2025-02-27,ST,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.03266157053509389,-0.08061153578874214,-0.09242529534398891
2025-10-24,STAA,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.015226494099733534,0.01065854586981363,0.06585458698134761
2024-11-07,STAG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.02824098977945122,-0.02850995158687475,-0.0373856912318451
2025-09-12,STAX,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0,-0.0029205607476635587,-0.005451713395638658
2024-11-07,STBA,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.019961519961519958,0.022607022607022742,0.03150553150553148
2025-10-09,STBF,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.0013722799451088008,0.0,-0.0035287198588511703
2025-10-23,STC,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.03286645402856758,-0.03716544168631253,-0.012342254888365045
2025-10-10,STCE,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0353219900926125,0.06913633426663801,-0.05976739177256085
2025-11-13,STE,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.013285209645215734,0.02242359084626,-0.0332130241130395
2025-12-15,STEL,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.024992286331379066,,
2025-05-01,STEM,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.029055690072639084,0.008753957906500132,-0.08902961445334334
2025-07-21,STG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.030384271671134888,-0.2537980339588919,-0.04110813226094723
2025-02-27,STGW,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.028301886792452935,-0.06603773584905659,-0.04874213836477992
2025-05-09,STGW,SEQ_FAILED_ACCUM,sequence,SEQ_FAILED_ACCUM,0.0882956878850103,-0.03285420944558526,-0.06570841889117052
2025-06-11,STHO,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.013368983957219305,0.08689839572192515,0.0855614973262031
2025-10-15,STI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.5094252873563219,-0.48045977011494245,-0.5029885057471264
2025-08-06,STIM,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.08833922261484095,-0.215547703180212,-0.22025912838633688
2025-05-07,STKH,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.04290429042904287,-0.10561056105610556,-0.20462046204620454
2024-09-10,STKL,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.06995230524642304,0.062003179650238494,-0.038155802861685295
2025-09-30,STKS,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.1351351351351351,-0.05067567567567566,-0.14864864864864868
2025-04-09,STLA,SEQ_RECOVERY,sequence,SEQ_RECOVERY,-0.08794466403162049,-0.07806324110671925,-0.02371541501976271
2025-07-24,STLA,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.07202505219206679,-0.03757828810020869,0.006263048016701411
2025-10-22,STLD,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.10036348949919227,0.03749326871297787,0.046445880452342436
2025-12-17,STM,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.022309197651663393,,
2025-02-27,STN,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.017013232514177634,-0.04855860113421551,-0.014413988657844934
2024-12-02,STNE,SEQ_FAILED_ACCUM,sequence,SEQ_FAILED_ACCUM,-0.056526207605344325,-0.1048304213771839,-0.1808838643371018
2025-03-26,STNE,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.057945566286215944,-0.027216856892010588,0.17910447761194015
2025-09-17,STNG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.03601659751037345,-0.06174273858921164,-0.0942738589211618
2025-10-09,STOK,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.14280936454849513,0.05986622073578607,-0.248494983277592
2025-04-09,STOT,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0013470654435083773,0.004117927906421626,0.002625925041775945
2025-09-17,STPZ,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.0022095378383355513,-0.0034063708341005583,-0.002257411158166134
2024-04-29,STRA,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.04396537090477004,0.024104566287557416,-0.03989135970123914
2025-06-20,STRL,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.062118640179841256,0.08730559251273107,0.13616552736615128
2025-08-14,STRR,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.0273972602739726,2.8995433789954337,4.251141552511416
2025-12-23,STRS,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,,,
2025-05-16,STRT,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.07373653686826853,0.12303231151615579,0.23798674399337205
2024-07-18,STRW,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.09459459459459452,-0.10095389507154207,-0.1232114467408586
2025-12-12,STRZ,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.05775577557755773,,
2025-08-26,STSS,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.22404933196300103,-0.04933196300102782,-0.32271325796505657
2025-07-07,STT,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.002459912536443065,-0.01521501457725949,0.00018221574344012836
2025-04-08,STTK,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.0997363796133568,-0.06491652021089633,-0.04173989455184535
2025-07-25,STVN,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.05243304413428895,-0.10863824971708802,-0.14673708034703892
2025-07-17,STWD,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0025367833587011113,-0.01268391679350589,0.011161846778285023
2025-10-31,STX,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.09172268250742555,0.009105830858214814,0.055572924808504176
2025-09-02,STXG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.02306410851622087,0.04181118059917521,0.04869322992052871
2024-09-05,STXI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.010000000000000009,0.026819230769230762,0.0052076923076922466
2024-07-18,STXK,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0029201817001947017,-0.002271252433484805,-0.02498377676833219
2025-10-29,STXM,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.009189985064953499,0.00034167441598320636,0.004910248823512875
2025-10-09,STXS,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.10089020771513357,-0.0801186943620178,-0.20474777448071213
2025-07-02,STZ,SEQ_RECOVERY,sequence,SEQ_RECOVERY,-0.010064991085293573,-0.013515845171679919,-0.03928222235003176
2025-12-12,STZ,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.0841812508479175,,
2024-05-23,SU,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.017447657028913266,-0.05309072781655022,-0.05558325024925215
2024-08-05,SUB,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.000473754026909301,0.0008527572484364754,0.00189501610763676
2025-10-10,SUGP,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.06120218579234982,-0.12459016393442623,-0.4065573770491804
2025-02-27,SUI,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.013887846257788383,-0.056977704376548366,-0.038285414007957264
2025-02-06,SUN,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.009156876295784433,0.0012093987560470865,-0.018486523842432656
2025-10-10,SUNE,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.0,0.026666666666666616,-0.15333333333333332
2025-12-02,SUNS,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.006147540983606703,0.06045081967213117,
2025-10-31,SUPN,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.1652457826954471,-0.18374750589515698,-0.18918918918918914
2025-10-10,SUPV,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.12412587412587417,0.17657342657342667,1.064685314685315
2025-07-31,SUPX,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.2219700408533818,0.4144348615524285,1.0522015433499772
2025-07-21,SURE,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.025248175667955453,0.0009115265041892417,0.022436853980104976
2024-10-14,SURG,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.010752688172043001,-0.048387096774193616,-0.11290322580645173
2025-08-20,SUUN,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.01869158878504673,-0.1542056074766356,-0.15887850467289721
2025-11-13,SUZ,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.00111358574610243,-0.0033407572383075124,0.00445434298440972
2025-09-05,SVAL,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.007013442431326733,-0.009643483343074188,-0.015151957919345316
2025-07-24,SVC,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,-0.08996539792387548,-0.1453287197231834,-0.09688581314878897
2025-01-27,SVCO,SEQ_DISTRIBUTION_TOP,sequence,SEQ_DISTRIBUTION_TOP,0.002358490566037652,-0.1014150943396227,-0.25943396226415094
2025-03-11,SVIX,SEQ_FAILED_ACCUM,sequence,SEQ_FAILED_ACCUM,0.09947089947089971,0.22010582010582014,-0.42275132275132266
