symbol,date,event,score,detector
SSSS,2024-02-13,SPRING,,baseline
SSSS,2024-08-05,SOW,3.793604289646736,baseline
SSSS,2024-08-09,SC,3.5953576571733623,baseline
SSSS,2024-08-21,AR,2.216127242053931,baseline
SSSS,2025-10-30,BC,4.952438278469446,baseline
SSSS,2025-10-31,AR_TOP,0.5121940663806727,baseline
SSSSL,2024-04-25,SOW,1.5419941903916792,baseline
SSSSL,2024-10-01,SOS,1.6544113405363463,baseline
SSSSL,2025-01-06,BC,5.017045538437038,baseline
SSSSL,2025-01-07,AR_TOP,0.9034255742207602,baseline
SSSSL,2025-01-08,UT,5.076263739652816,baseline
SSSSL,2025-10-01,SC,4.1300711971499116,baseline
SSSSL,2025-10-03,AR,0.8980423644882731,baseline
SST,2025-04-25,SC,4.691570934209114,baseline
SST,2025-04-30,AR,3.6948459184112927,baseline
SST,2025-06-20,BC,5.037031971441776,baseline
SST,2025-06-24,AR_TOP,1.9644838286098196,baseline
SSTI,2024-05-23,SOS,3.228073149403091,baseline
SSTI,2024-06-18,UT,-0.05559131954837412,baseline
SSTI,2025-08-13,BC,4.535867783545401,baseline
SSTI,2025-08-19,AR_TOP,3.4653442480329497,baseline
SSTI,2025-11-13,SC,5.4191814375354666,baseline
SSTI,2025-12-09,AR,0.9101191212973243,baseline
SSTK,2024-03-08,SOS,1.928394557417054,baseline
SSTK,2025-01-03,SC,5.129505283337963,baseline
SSTK,2025-01-07,AR,3.2922012958048477,baseline
SSTK,2025-02-19,UT,-0.47706053505795326,baseline
SSTK,2025-03-31,SOW,1.576183843261693,baseline
SSTK,2025-10-15,BC,4.64639993354741,baseline
SSTK,2025-10-16,AR_TOP,1.9816673012881931,baseline
SSUS,2025-04-07,SC,2.5787800895042388,baseline
SSUS,2025-04-09,AR,4.363002512705828,baseline
SSXU,2024-08-05,SC,5.858624433656902,baseline
SSXU,2024-08-06,AR,1.5225751844173803,baseline
SSXU,2025-04-04,SOW,3.146244293331652,baseline
SSYS,2024-02-09,UT,,baseline
SSYS,2024-04-15,SOW,1.699227889902971,baseline
SSYS,2024-04-16,SPRING,2.4615315478755964,baseline
SSYS,2025-08-19,SC,5.083262271918126,baseline
SSYS,2025-08-21,AR,1.283037336211745,baseline
SSYS,2025-10-20,BC,3.033568040234843,baseline
SSYS,2025-10-21,AR_TOP,0.7073615561037581,baseline
ST,2024-02-26,SOS,2.9054515211918717,baseline
ST,2024-03-05,SOS,1.99430261735092,baseline
ST,2024-12-13,UT,0.037170073873220355,baseline
ST,2025-02-12,BC,2.4959080554813617,baseline
ST,2025-02-27,AR_TOP,0.9354838022645213,baseline
ST,2025-04-09,SC,2.735672111478769,baseline
STAA,2024-02-27,SOS,2.2167380922603237,baseline
STAA,2024-03-06,SOS,2.2565455409289075,baseline
STAA,2024-11-12,UT,-0.3231350847966217,baseline
STAA,2025-02-12,SC,6.116945593801285,baseline
STAA,2025-02-18,AR,1.4591251720676284,baseline
STAA,2025-10-23,BC,2.496368076689465,baseline
STAA,2025-10-24,AR_TOP,0.988845952442791,baseline
STAG,2024-02-23,UT,,baseline
STAG,2024-07-17,SOS,2.31620479008477,baseline
STAG,2024-11-06,BC,3.2446285168552578,baseline
STAG,2024-11-07,AR_TOP,2.3862494295851917,baseline
STAG,2025-04-09,SC,2.716120258284167,baseline
STAG,2025-04-11,AR,0.5029323974910889,baseline
STAX,2025-01-07,SC,5.087186142708039,baseline
STAX,2025-09-11,BC,2.543010279753807,baseline
STAX,2025-09-12,AR_TOP,3.546282048174248,baseline
STAX,2025-09-16,SOS,2.877577248893757,baseline
STBA,2024-07-25,SOS,2.151373023711774,baseline
STBA,2024-07-31,UT,0.9936327267896897,baseline
STBA,2024-11-06,BC,3.3938116891616876,baseline
STBA,2024-11-07,AR_TOP,1.4213785989820957,baseline
STBF,2024-06-18,SOW,1.7110042076705665,baseline
STBF,2025-09-26,BC,6.231983456053032,baseline
STBF,2025-10-09,AR_TOP,0.6570281881303695,baseline
STBF,2025-10-30,SC,4.245188368865013,baseline
STBF,2025-11-07,AR,1.2969737531153085,baseline
STC,2024-04-03,SOW,4.515200198441048,baseline
STC,2024-07-11,SPRING,1.2721057100989,baseline
STC,2025-10-22,BC,4.4448012647857675,baseline
STC,2025-10-23,AR_TOP,4.1398158202693445,baseline
